 34.78576,127.58300, 0.0000E+00                   
 34.78579,127.58500, 0.0000E+00
 34.78581,127.58700, 0.0000E+00
 34.78584,127.58900, 0.0000E+00
 34.78586,127.59200, 0.0000E+00
 34.78589,127.59400, 0.0000E+00
 34.78591,127.59600, 0.0000E+00
 34.78594,127.59800, 0.0000E+00
 34.78596,127.60000, 0.0000E+00
 34.78599,127.60300, 0.0000E+00
 34.78601,127.60500, 0.0000E+00
 34.78604,127.60700, 0.0000E+00
 34.78606,127.60900, 0.0000E+00
 34.78609,127.61100, 0.0000E+00
 34.78611,127.61400, 0.0000E+00
 34.78614,127.61600, 0.0000E+00
 34.78616,127.61800, 0.0000E+00
 34.78619,127.62000, 0.0000E+00
 34.78621,127.62200, 0.0000E+00
 34.78624,127.62400, 0.0000E+00
 34.78626,127.62700, 0.0000E+00
 34.78629,127.62900, 0.0000E+00
 34.78631,127.63100, 0.0000E+00
 34.78634,127.63300, 0.0000E+00
 34.78636,127.63500, 0.0000E+00
 34.78638,127.63800, 0.0000E+00
 34.78641,127.64000, 0.0000E+00
 34.78643,127.64200, 0.0000E+00
 34.78646,127.64400, 0.0000E+00
 34.78648,127.64600, 0.0000E+00
 34.78651,127.64800, 0.0000E+00
 34.78653,127.65100, 0.0000E+00
 34.78656,127.65300, 0.0000E+00
 34.78658,127.65500, 0.0000E+00
 34.78660,127.65700, 0.0000E+00
 34.78663,127.65900, 0.0000E+00
 34.78665,127.66200, 0.0000E+00
 34.78668,127.66400, 0.0000E+00
 34.78670,127.66600, 0.0000E+00
 34.78672,127.66800, 0.0000E+00
 34.78675,127.67000, 0.0000E+00
 34.78677,127.67300, 0.0000E+00
 34.78680,127.67500, 0.0000E+00
 34.78682,127.67700, 0.0000E+00
 34.78684,127.67900, 0.0000E+00
 34.78687,127.68100, 0.0000E+00
 34.78689,127.68300, 0.0000E+00
 34.78691,127.68600, 0.0000E+00
 34.78694,127.68800, 0.0000E+00
 34.78696,127.69000, 0.0000E+00
 34.78698,127.69200, 0.0000E+00
 34.78701,127.69400, 0.0000E+00
 34.78703,127.69700, 0.0000E+00
 34.78705,127.69900, 0.0000E+00
 34.78708,127.70100, 0.0000E+00
 34.78710,127.70300, 0.0000E+00
 34.78712,127.70500, 0.0000E+00
 34.78715,127.70800, 0.0000E+00
 34.78717,127.71000, 0.0000E+00
 34.78719,127.71200, 0.0000E+00
 34.78722,127.71400, 0.0000E+00
 34.78724,127.71600, 0.0000E+00
 34.78726,127.71800, 0.0000E+00
 34.78729,127.72100, 0.0000E+00
 34.78731,127.72300, 0.0000E+00
 34.78733,127.72500, 0.0000E+00
 34.78736,127.72700, 0.0000E+00
 34.78738,127.72900, 0.0000E+00
 34.78740,127.73200, 0.0000E+00
 34.78742,127.73400, 0.0000E+00
 34.78745,127.73600, 0.0000E+00
 34.78747,127.73800, 0.0000E+00
 34.78749,127.74000, 0.0000E+00
 34.78751,127.74200, 0.0000E+00
 34.78754,127.74500, 0.0000E+00
 34.78756,127.74700, 0.0000E+00
 34.78758,127.74900, 0.0000E+00
 34.78760,127.75100, 0.0000E+00
 34.78763,127.75300, 0.0000E+00
 34.78765,127.75600, 0.0000E+00
 34.78767,127.75800, 0.0000E+00
 34.78769,127.76000, 0.0000E+00
 34.78772,127.76200, 0.0000E+00
 34.78774,127.76400, 0.0000E+00
 34.78776,127.76700, 0.0000E+00
 34.78778,127.76900, 0.0000E+00
 34.78780,127.77100, 0.0000E+00
 34.78783,127.77300, 0.0000E+00
 34.78785,127.77500, 0.0000E+00
 34.78787,127.77700, 0.0000E+00
 34.78789,127.78000, 0.0000E+00
 34.78791,127.78200, 0.0000E+00
 34.78794,127.78400, 0.0000E+00
 34.78796,127.78600, 0.0000E+00
 34.78798,127.78800, 1.2358E-06
 34.78800,127.79100, 5.7316E-06
 34.78802,127.79300, 1.1705E-05
 34.78804,127.79500, 1.6918E-05
 34.78807,127.79700, 2.7059E-05
 34.78809,127.79900, 3.6219E-05
 34.78811,127.80100, 4.5648E-05
 34.78813,127.80400, 5.5091E-05
 34.78815,127.80600, 6.6992E-05
 34.78817,127.80800, 8.2881E-05
 34.78820,127.81000, 1.0517E-04
 34.78822,127.81200, 1.2362E-04
 34.78824,127.81500, 1.3972E-04
 34.78826,127.81700, 1.6561E-04
 34.78828,127.81900, 2.0328E-04
 34.78830,127.82100, 2.3922E-04
 34.78832,127.82300, 2.8396E-04
 34.78834,127.82600, 3.2624E-04
 34.78837,127.82800, 3.9113E-04
 34.78839,127.83000, 4.4898E-04
 34.78841,127.83200, 5.0606E-04
 34.78843,127.83400, 5.7091E-04
 34.78845,127.83600, 6.2790E-04
 34.78847,127.83900, 7.1728E-04
 34.78849,127.84100, 7.9100E-04
 34.78851,127.84300, 8.9014E-04
 34.78853,127.84500, 9.6880E-04
 34.78855,127.84700, 1.0544E-03
 34.78857,127.85000, 1.1734E-03
 34.78859,127.85200, 1.2611E-03
 34.78861,127.85400, 1.3497E-03
 34.78864,127.85600, 1.4239E-03
 34.78866,127.85800, 1.5092E-03
 34.78868,127.86100, 1.5948E-03
 34.78870,127.86300, 1.6932E-03
 34.78872,127.86500, 1.7740E-03
 34.78874,127.86700, 1.8512E-03
 34.78876,127.86900, 1.9075E-03
 34.78878,127.87100, 1.9751E-03
 34.78880,127.87400, 2.0383E-03
 34.78882,127.87600, 2.0981E-03
 34.78884,127.87800, 2.1597E-03
 34.78886,127.88000, 2.2155E-03
 34.78888,127.88200, 2.2528E-03
 34.78890,127.88500, 2.3327E-03
 34.78892,127.88700, 2.3809E-03
 34.78894,127.88900, 2.4192E-03
 34.78896,127.89100, 2.4715E-03
 34.78898,127.89300, 2.5045E-03
 34.78900,127.89500, 2.5463E-03
 34.78902,127.89800, 2.5794E-03
 34.78904,127.90000, 2.6118E-03
 34.78906,127.90200, 2.6293E-03
 34.78908,127.90400, 2.6599E-03
 34.78910,127.90600, 2.6544E-03
 34.78912,127.90900, 2.6787E-03
 34.78756,127.58300, 0.0000E+00
 34.78759,127.58500, 0.0000E+00
 34.78761,127.58700, 0.0000E+00
 34.78764,127.58900, 0.0000E+00
 34.78767,127.59200, 0.0000E+00
 34.78769,127.59400, 0.0000E+00
 34.78772,127.59600, 0.0000E+00
 34.78774,127.59800, 0.0000E+00
 34.78777,127.60000, 0.0000E+00
 34.78779,127.60300, 0.0000E+00
 34.78782,127.60500, 0.0000E+00
 34.78784,127.60700, 0.0000E+00
 34.78787,127.60900, 0.0000E+00
 34.78789,127.61100, 0.0000E+00
 34.78792,127.61400, 0.0000E+00
 34.78794,127.61600, 0.0000E+00
 34.78797,127.61800, 0.0000E+00
 34.78799,127.62000, 0.0000E+00
 34.78802,127.62200, 0.0000E+00
 34.78804,127.62400, 0.0000E+00
 34.78807,127.62700, 0.0000E+00
 34.78809,127.62900, 0.0000E+00
 34.78811,127.63100, 0.0000E+00
 34.78814,127.63300, 0.0000E+00
 34.78816,127.63500, 0.0000E+00
 34.78819,127.63800, 0.0000E+00
 34.78821,127.64000, 0.0000E+00
 34.78824,127.64200, 0.0000E+00
 34.78826,127.64400, 0.0000E+00
 34.78829,127.64600, 0.0000E+00
 34.78831,127.64800, 0.0000E+00
 34.78833,127.65100, 0.0000E+00
 34.78836,127.65300, 0.0000E+00
 34.78838,127.65500, 0.0000E+00
 34.78841,127.65700, 0.0000E+00
 34.78843,127.65900, 0.0000E+00
 34.78845,127.66200, 0.0000E+00
 34.78848,127.66400, 0.0000E+00
 34.78850,127.66600, 0.0000E+00
 34.78853,127.66800, 0.0000E+00
 34.78855,127.67000, 0.0000E+00
 34.78857,127.67300, 0.0000E+00
 34.78860,127.67500, 0.0000E+00
 34.78862,127.67700, 0.0000E+00
 34.78865,127.67900, 0.0000E+00
 34.78867,127.68100, 0.0000E+00
 34.78869,127.68300, 0.0000E+00
 34.78872,127.68600, 0.0000E+00
 34.78874,127.68800, 0.0000E+00
 34.78876,127.69000, 0.0000E+00
 34.78879,127.69200, 0.0000E+00
 34.78881,127.69400, 0.0000E+00
 34.78883,127.69700, 0.0000E+00
 34.78886,127.69900, 0.0000E+00
 34.78888,127.70100, 0.0000E+00
 34.78890,127.70300, 0.0000E+00
 34.78893,127.70500, 0.0000E+00
 34.78895,127.70700, 0.0000E+00
 34.78897,127.71000, 0.0000E+00
 34.78900,127.71200, 0.0000E+00
 34.78902,127.71400, 0.0000E+00
 34.78904,127.71600, 0.0000E+00
 34.78907,127.71800, 0.0000E+00
 34.78909,127.72100, 0.0000E+00
 34.78911,127.72300, 0.0000E+00
 34.78914,127.72500, 0.0000E+00
 34.78916,127.72700, 0.0000E+00
 34.78918,127.72900, 0.0000E+00
 34.78920,127.73200, 0.0000E+00
 34.78923,127.73400, 0.0000E+00
 34.78925,127.73600, 0.0000E+00
 34.78927,127.73800, 0.0000E+00
 34.78929,127.74000, 0.0000E+00
 34.78932,127.74200, 0.0000E+00
 34.78934,127.74500, 0.0000E+00
 34.78936,127.74700, 0.0000E+00
 34.78938,127.74900, 0.0000E+00
 34.78941,127.75100, 0.0000E+00
 34.78943,127.75300, 0.0000E+00
 34.78945,127.75600, 0.0000E+00
 34.78947,127.75800, 0.0000E+00
 34.78950,127.76000, 0.0000E+00
 34.78952,127.76200, 0.0000E+00
